iteration	eps	eta	best
35	6.983113928013743e-05	0.00612443318103629	-4.999767740557521
36	6.963273402337183e-05	0.00612087370488438	-4.999831485981664
37	6.944030598518226e-05	0.006117319728612633	-4.99985471042644
38	6.925352067558096e-05	0.0061137712384316135	-4.9998601798537265
39	6.907207051673734e-05	0.006110228220599701	-4.999892638443938
40	6.889567205173026e-05	0.006106690661422879	-4.999902184205668
41	6.872406350452647e-05	0.006103158547254518	-4.999957366349058
42	6.855700263959587e-05	0.006099631864495177	-4.999960637313335
43	6.83942648781876e-05	0.006096110599592387	-4.999965478415606
44	6.823564163530007e-05	0.0060925947390404476	-4.999974722467025
45	6.808093884711354e-05	0.006089084269380218	-4.999977278251485
46	6.792997566336739e-05	0.006085579177198917	-4.999978599900464
47	6.778258328305873e-05	0.006082079449129911	-4.999980402460327
48	6.76386039150686e-05	0.006078585071852524	-4.999982677842385
49	6.749788984801325e-05	0.006075096032091823	-4.999984293117657
50	6.73603026158689e-05	0.006071612316618425	-4.999984478222114
51	6.722571224780832e-05	0.006068133912248293	-4.999989810388083
52	6.70939965922805e-05	0.006064660805842546	-4.999990024667251
53	6.696504070671275e-05	0.0060611929843072485	-4.999990424085482
54	6.683873630535652e-05	0.006057730434593228	-4.999991348820471
55	6.67149812587736e-05	0.006054273143695866	-4.99999136652144
56	6.65936791392899e-05	0.006050821098654918	-4.999991369110061
57	6.647473880745621e-05	0.006047374286554308	-4.999991467251385
58	6.635807403516891e-05	0.006043932694521946	-4.999994122127584
59	6.624360316162905e-05	0.00604049630972953	-4.999994842670482
60	6.613124877877568e-05	0.006037065119392353	-4.999997645521686
61	6.602093744322276e-05	0.00603363911076913	-4.999997730253309
62	6.591259941207243e-05	0.006030218271161791	-4.999997730355474
63	6.580616840027521e-05	0.0060268025879153045	-4.999997745082174
64	6.570158135746855e-05	0.006023392048417488	-4.999997831860028
65	6.559877826245241e-05	0.0060199866400988235	-4.999997849255546
66	6.54977019336599e-05	0.006016586350432271	-4.999998173891763
67	6.539829785415688e-05	0.006013191166933091	-4.999998177011117
68	6.530051400985763e-05	0.0060098010771586574	-4.999998276409551
69	6.520430073978073e-05	0.0060064160687082774	-4.999998836872168
70	6.51096105972884e-05	0.0060030361292230106	-4.999998893258451
71	6.501639822135981e-05	0.005999661246385489	-4.999999738261655
72	6.492462021704214e-05	0.005996291407919742	-4.999999740545487
73	6.48342350443082e-05	0.005992926601591016	-4.999999759426572
74	6.474520291462264e-05	0.005989566815205594	-4.999999763490619
75	6.465748569458605e-05	0.0059862120366106315	-4.999999763700346
76	6.457104681608548e-05	0.005982862253693969	-4.999999771583455
77	6.448585119243249e-05	0.005979517454383963	-4.999999804054702
78	6.440186514001786e-05	0.005976177626649316	-4.999999808593613
79	6.43190563050543e-05	0.0059728427584989	-4.999999836374987
80	6.423739359501705e-05	0.005969512837981586	-4.999999845418907
81	6.415684711442638e-05	0.005966187853186079	-4.999999883080463
82	6.407738810464718e-05	0.005962867792240739	-4.999999895209222
83	6.399898888740881e-05	0.0059595526433134215	-4.999999895215776
84	6.392162281177345e-05	0.005956242394611305	-4.999999926292336
85	6.384526420430394e-05	0.005952937034380722	-4.999999958900836
86	6.376988832220339e-05	0.005949636550907002	-4.999999963984735
87	6.369547130921645e-05	0.005946340932514296	-4.999999969830877
88	6.362199015410026e-05	0.005943050167565419	-4.99999996998671
89	6.354942265148792e-05	0.005939764244461683	-4.999999984358113
90	6.347774736498105e-05	0.005936483151642738	-4.999999987869444
91	6.340694359232206e-05	0.005933206877586406	-4.9999999887019015
92	6.333699133250666e-05	0.005929935410808525	-4.999999988907422
93	6.326787125470932e-05	0.005926668739862781	-4.999999990667052
94	6.319956466890311e-05	0.00592340685334056	-4.999999991422175
95	6.313205349806472e-05	0.0059201497398707805	-4.9999999918919755
96	6.306532025186339e-05	0.005916897388119736	-4.9999999945322875
97	6.299934800174003e-05	0.005913649786790948	-4.999999995188876
98	6.293412035728942e-05	0.005910406924624996	-4.9999999956015815
99	6.286962144386513e-05	0.0059071687903993735	-4.999999996035184
100	6.28058358813318e-05	0.005903935372928327	-4.999999996460499
101	6.274274876389555e-05	0.005900706661062706	-4.999999998243861
102	6.268034564094753e-05	0.005897482643689808	-4.999999998255326
103	6.261861249886034e-05	0.005894263309733227	-4.999999998318079
104	6.255753574368123e-05	0.005891048648152703	-4.999999998319076
105	6.249710218466986e-05	0.0058878386479439705	-4.999999998824276
106	6.243729901863137e-05	0.005884633298138608	-4.999999999010075
107	6.23781138149999e-05	0.005881432587803892	-4.999999999076222
108	6.231953450162931e-05	0.005878236506042644	-4.999999999105111
109	6.22615493512518e-05	0.0058750450419930884	-4.999999999386234
110	6.220414696856705e-05	0.0058718581848287	-4.999999999407107
111	6.214731627792707e-05	0.005868675923758062	-4.999999999546747
112	6.209104651158428e-05	0.00586549824802472	-4.9999999997865405
113	6.203532719847224e-05	0.005862325146907038	-4.999999999811438
114	6.198014815349026e-05	0.005859156609718049	-4.9999999998118385
115	6.192549946726541e-05	0.005855992625805324	-4.999999999853285
116	6.187137149636635e-05	0.005852833184550814	-4.999999999853349
117	6.181775485394544e-05	0.00584967827537072	-4.999999999934265
118	6.176464040078716e-05	0.005846527887715347	-4.9999999999349845
119	6.171201923674143e-05	0.005843382011068968	-4.999999999938108
120	6.165988269252273e-05	0.005840240634949678	-4.9999999999525535
121	6.160822232185599e-05	0.005837103748909259	-4.999999999959147
122	6.155702989395239e-05	0.005833971342533042	-4.999999999959186
123	6.150629738629803e-05	0.005830843405439769	-4.999999999982448
124	6.145601697774065e-05	0.005827719927281454	-4.999999999982457
125	6.140618104185921e-05	0.005824600897743253	-4.999999999990813
126	6.135678214060311e-05	0.00582148630654332	-4.999999999993269
127	6.130781301818769e-05	0.005818376143432678	-4.999999999995737
128	6.12592665952338e-05	0.005815270398195084	-4.999999999996026
129	6.121113596314011e-05	0.005812169060646895	-4.999999999996031
130	6.116341437867686e-05	0.0058090721206369355	-4.999999999996698
131	6.111609525879088e-05	0.005805979568046363	-4.999999999998303
132	6.10691721756121e-05	0.0058028913927885405	-4.999999999999335
133	6.102263885165223e-05	0.005799807584808904	-4.99999999999939
134	6.0976489155186774e-05	0.005796728134084831	-4.999999999999547
135	6.093071709581223e-05	0.005793653030625513	-4.999999999999547
136	6.088531682017031e-05	0.005790582264471824	-4.999999999999648
137	6.084028260783211e-05	0.0057875158256961955	-4.999999999999655
138	6.0795608867334714e-05	0.005784453704402488	-4.999999999999681
139	6.0751290132363855e-05	0.005781395890725861	-4.999999999999688
140	6.0707321058076094e-05	0.005778342374832651	-4.999999999999706
141	6.0663696417554414e-05	0.0057752931469202415	-4.999999999999704
142	6.0620411098391594e-05	0.00577224819721694	-4.999999999999705
143	6.057746009939588e-05	0.005769207515981857	-4.999999999999822
144	6.0534838527413656e-05	0.005766171093504775	-4.999999999999822
145	6.0492541594264265e-05	0.00576313892010603	-4.999999999999828
146	6.045056461378228e-05	0.005760110986136385	-4.999999999999843
147	6.0408902998962674e-05	0.005757087281976916	-4.9999999999998455
148	6.036755225920477e-05	0.005754067798038879	-4.999999999999851
149	6.0326507997650704e-05	0.005751052524763599	-4.999999999999911
150	6.028576590861484e-05	0.005748041452622344	-4.999999999999929
151	6.024532177510013e-05	0.005745034572116206	-4.999999999999924
152	6.020517146639816e-05	0.0057420318737759855	-4.999999999999947
153	6.016531093576939e-05	0.0057390333481620644	-4.999999999999982
154	6.0125736218200564e-05	0.005736038985864302	-4.999999999999993
155	6.0086443428235964e-05	0.005733048777501902	-4.999999999999993
156	6.004742875787997e-05	0.005730062713723308	-4.999999999999993
157	6.000868847456789e-05	0.005727080785206078	-4.999999999999997
